1e-6 PoE,,1e-5 PoE,,1e-4 PoE,,1e-3 PoE,,1e-2 PoE,,1e-1 PoE,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
18.36952618145708,52.71507131012026,14.652302987706406,45.69275096349843,8.090518237647563,38.20659532233003,7.73322823638763,16.72004158291506,,,,
18.591303713459123,52.26259884989613,14.805385236603414,44.7569520607859,8.12828297481544,37.0006886159991,7.881294455647401,16.286877517250403,,,,
19.05733083499701,51.62932339998169,14.87321156408932,44.30455812740574,8.137672036914726,36.343997635546046,8.102394323422223,15.104673628347356,,,,
19.301467651826272,51.32708300076208,15.059769357845951,43.146061545048504,8.142930194386961,46.79155510365567,8.188531732112956,0.1888463764932311,,,,
19.53450502764535,51.03609011562516,15.150483568000208,42.46362767211245,8.180755004590477,35.68075739851562,8.299394302782623,14.290596830667553,,,,
19.908124735060664,0.7433291214786664,15.248686883263886,41.870048101031216,8.26472398321011,34.38121979872828,8.411005134332072,0.4857101616862849,,,,
19.967236224790813,50.439140141465906,15.41294855021209,40.629330117573154,8.305703385007714,33.646097227366866,8.434545911617427,13.871708259911486,,,,
20.14345645925506,0.9290511159613288,15.503643913923792,39.926601767081465,8.37451213940229,32.969810239459676,8.655642952425866,12.686460199375105,,,,
20.211342201986806,50.10369059715526,15.668124727968713,38.8350730715908,8.491658485236877,31.506280843311245,8.833794518923542,1.146580610860184,,,,
20.387958211744667,1.0197856003189258,15.568650005899116,39.47563231065093,8.55763673954055,30.772890901322988,8.843828046751971,11.951017827441618,,,,
20.455448179182806,49.76824105284461,15.655066513270928,0.9333566714281858,8.623731213573299,30.164650237594465,8.965641018561291,11.524834976676033,,,,
20.87703881580705,49.13825973264668,15.767343338122888,38.09231520630034,8.7584361617196,28.99892709154281,9.078540418509855,1.500220827188457,,,,
20.87699769629603,1.239998571640342,15.899624805088195,1.0849745884526811,8.84910953791499,28.272521850569547,9.197928919903909,10.426782992805968,,,,
21.12113451312529,48.79174047330569,16.021360925972765,36.466522825886834,8.947241001116437,27.601569583807475,9.325152640175626,1.8696629402048899,,,,
21.12149944878563,1.3307330559979533,16.144206226630406,1.261499364295446,9.081897655253696,26.38384183901951,9.375015030103281,9.703080122289848,,,,
21.343041379859184,48.4785399634931,16.17428645369843,35.493428326178545,9.196489679907623,25.625855195450654,9.507896988784935,9.23285572666417,,,,
21.3659986313058,1.418700111597957,16.244683679295463,34.68712229731643,9.289296866034213,25.07036395757349,9.70159095945898,2.46605946018137,,,,
21.510466893350944,1.4614978126659963,16.363630645662287,34.1656031463605,9.488094089272558,23.798920160748324,9.709523289156593,8.188337032356017,,,,
21.786702628473584,47.68793817091781,16.288706613293538,1.338889924833282,9.609633383812518,23.07803250376415,9.925052550250939,7.2741111033796955,,,,
21.89947545742728,1.6365414294554057,16.606871078567632,32.89810665840117,9.731331930792056,22.52863318212509,10.14563133483362,6.232510743932892,,,,
22.03066211741156,47.19474518742475,16.67782697104047,1.6343166925776984,9.943317144954445,21.319781023111886,10.170118189600156,3.286578999242394,,,,
22.14394637028362,1.6940667687219815,16.78391691571417,32.13103642215607,10.071777838354755,20.656470925745538,10.307340466144613,5.31041725462687,,,,
22.20811131126155,46.86202289468278,16.922387832827177,1.7887020383597871,10.229027843404868,20.106880862402477,10.319434742324646,4.350630471334611,,,,
22.38843270295659,1.768196680534075,16.90575327730487,31.73004046764256,10.46229420350096,18.974875372728178,10.331224370814247,4.8815134611081845,,,,
22.607098552675716,45.81894331620621,17.193591567788214,30.633021314036803,10.619921280178211,18.323786370015284,3.142943655980094,51.196451343191455,,,,
22.521814116841796,1.8358022965969667,17.16692299491949,1.915413096566013,10.793489163405312,17.799371279931805,2.8527857572774202,52.918943140539845,,,,
22.850908983386226,45.16523946477315,17.43740456846816,29.98208489136134,11.036881545753744,16.69549901726475,,,,,,
22.899638173919506,1.930491535592978,17.41143631227157,2.018601010332759,11.247297365245373,15.971851377295565,,,,,,
22.995062424175085,44.86902714303688,17.68124905127374,29.365049470966312,11.391333658260638,15.54949042802599,,,,,,
23.144109086775845,1.9880168748595537,17.65595990950141,2.132858639129836,11.588722088501747,0.7975157967898241,,,,,,
23.24976824032233,43.98434193416879,17.925120518758426,28.777072052525938,11.668152133953576,14.54946295617549,,,,,,
23.38856457981555,2.0289376415805975,17.900471941868773,2.2346628385177922,11.833298370105087,0.9685057151174306,,,,,,
23.47130731587428,43.275091619937214,18.1689746389494,28.170414489971847,11.900819434173435,13.859960329946176,,,,,,
23.533019992013497,2.0578981988606984,18.144968554419503,2.3198624653602167,11.977780766982143,1.0265242743521696,,,,,,
23.615355387916143,42.86541471913991,18.313139644600735,27.88665559764469,12.056024129045504,13.500611204922464,,,,,,
23.869922425713675,41.831288357362176,18.27833968842695,2.3763983663927633,12.37728380126272,12.502363222744364,,,,,,
23.944104593571023,2.0781636928720957,18.650462696632438,27.09528248109352,12.389159630040435,1.3636603611071791,,,,,,
24.0803489534113,41.11917167054962,18.656125195963078,2.4295761740250015,12.621163621148082,11.923379947766136,,,,,,
24.188547236763533,2.1052473158052294,18.914835919614926,26.366358420551805,12.633743621552092,1.5429525657075374,,,,,,
24.213279980152315,40.70178539684555,18.900554989308393,2.4428226531701966,12.787508748042896,11.596923797343223,,,,,,
24.432982170047726,2.124028652465597,19.14497964271483,2.4505342748002192,12.878294203461042,1.686268196459281,,,,,,
24.4788522695801,39.55498525701958,19.289432484943337,2.4767274033227125,13.10900549994086,10.853971118052442,,,,,,
24.67815693328418,38.829970268379775,19.37818838982725,25.20402000576199,13.352982978664905,10.380150135862493,,,,,,
24.57741445252072,2.1280823509274143,19.67829199079221,2.49126015217216,13.367428776881642,2.008876031811397,,,,,,
24.822173201954232,38.386046436707346,19.922729494045843,2.5128089175901067,13.552600949178988,9.992514363794825,,,,,,
24.944064282477573,2.1534869271603583,20.16714643754396,2.5122182529473633,13.611961369004518,2.1328196612600294,,,,,,
25.05449612626926,37.32570835696149,20.30044047246824,2.4857312912523213,13.856483681249639,2.2456935756783167,,,,,,
25.18850435570064,2.177803121335913,20.67821313015717,2.525071955096621,13.929560762248208,9.156556846311176,,,,,,
25.253812097838875,36.612870054855065,20.922640353533044,2.535551005484237,14.173538240972256,8.682735864121227,,,,,,
25.39780575077786,36.14459285011588,21.167080426756115,2.5598671996597773,14.389983637096066,2.488441752354049,,,,,,
25.432941858954276,2.1993518867538597,21.360010602512883,18.897582256864865,14.37315621148634,8.295100092053573,,,,,,
25.685628964107163,35.031338114465626,21.311519134152707,2.570839470015571,14.63449309949399,2.587478522984398,,,,,,
25.566259023603504,2.1977717838771156,21.548206894562973,18.174197967375164,14.772323130478142,7.445503318428791,,,,,,
25.92932117622348,34.25033254018362,21.70040305471125,2.6116627920620488,14.879002561891912,2.686515293614761,,,,,,
25.944041961170196,2.248182162751746,21.680984793958245,17.59191906353159,15.016298039232748,6.968914907481263,,,,,,
26.0623350844789,33.9221958439117,21.89088233627967,16.310173290782544,15.012317156571704,2.682167761980409,,,,,,
26.188492314271013,2.2835680719576175,21.944858547750954,2.652583558783107,15.204828855638148,6.605757594604,,,,,,
26.39467325245538,32.89014580327658,22.039585051303842,15.474818573908436,15.434619674730559,2.8187642076338335,,,,,,
26.43295037728016,2.327256267436283,22.15631563319363,15.013701378983797,15.603916411526086,5.6706999852985405,,,,,,
26.638558212279623,32.31669738581352,22.189352590332245,2.735015756867952,15.679309034989217,3.1115209912952366,,,,,,
26.566270111898827,2.328443593317104,22.345273207301986,13.780813699772224,15.779756861617681,4.9349060748602085,,,,,,
26.793840905724164,32.041339723582546,22.344930830262275,2.77791240175938,15.824905085289846,4.368758678817272,,,,,,
26.966306414838005,2.415028433687155,22.4655669090429,13.047907483142836,15.857512257872614,3.5907622960290126,,,,,,
27.12646177033893,31.31370684628189,22.576176680385412,12.521240504930446,,,,,,,,
27.21078503760266,2.4808560592264968,22.74502624249855,2.928148103553937,,,,,,,,
27.370506068268394,30.91183901178917,22.787291388788375,11.220902454846893,,,,,,,,
27.45526880030619,2.552218542281011,22.896539818763824,10.557575000668436,,,,,,,,
27.570190490849395,30.595761040453375,22.98972074269608,3.2264397447304844,,,,,,,,
27.588585964955424,2.5506384394042385,22.996005924205388,9.994532700001955,,,,,,,,
27.96950426523772,29.90430305297639,23.182451031940925,8.714692053926669,,,,,,,,
27.9443442644297,2.8111755162086354,23.178975433826807,3.6427748652399714,,,,,,,,
28.213602532525403,29.56055122239298,23.271931978010628,8.03351559207968,,,,,,,,
28.188889706399774,2.9489562894452064,23.36147967189771,7.424215404908907,,,,,,,,
28.424435115394385,29.285688279279015,23.44674380497306,4.8607887225839335,,,,,,,,
28.433430008430964,3.0812022051665906,23.525572954856198,6.002175928528203,,,,,,,,
28.57792525515522,3.1530579081892682,23.525014023217057,5.400299708449779,,,,,,,,
28.857068910698114,28.58385275520726,19.05868659113483,25.966956352944976,,,,,,,,
28.92271107010959,3.5615534797011037,20.529090852376285,21.940849447164794,,,,,,,,
29.101151758169156,28.223496352078328,20.131129877654132,23.32578099046765,,,,,,,,
29.16743127000151,3.887519408453528,,,,,,,,,,
29.311943542773303,27.90470047743767,,,,,,,,,,
29.40106719170294,4.241060680958398,,,,,,,,,,
29.766732723364644,27.13353119347839,,,,,,,,,,
29.757539171690436,5.2701127237444325,,,,,,,,,,
30.010741041721953,26.692919356379463,,,,,,,,,,
29.947043247760337,5.954993859597209,,,,,,,,,,
30.05858564877433,6.432613599280629,,,,,,,,,,
30.199303554417103,26.36389366484576,,,,,,,,,,
30.206467087231427,7.758134318254477,,,,,,,,,,
30.282705120498452,8.502019896451628,,,,,,,,,,
30.31660852447651,9.119848687828892,,,,,,,,,,
30.4139519911953,10.621440283209779,,,,,,,,,,
30.54272471559936,25.302884566079385,,,,,,,,,,
30.483331693875808,11.593180422691134,,,,,,,,,,
30.576001536552287,13.282492294671556,,,,,,,,,,
30.55257540845913,11.983447843464347,,,,,,,,,,
30.63071275928313,14.088953559023167,,,,,,,,,,
30.677251693362013,14.640575975615022,,,,,,,,,,
30.742014464302233,24.561808606971454,,,,,,,,,,
30.7675916445779,16.213682174824783,,,,,,,,,,
30.846285907779343,17.209818905692302,,,,,,,,,,
30.852733275776668,24.15255967747376,,,,,,,,,,
30.930063056537282,18.8939780032251,,,,,,,,,,
30.991142088354383,22.79755259975022,,,,,,,,,,
30.998229182934818,19.864007356883747,,,,,,,,,,
31.021135663207414,22.053598389091434,,,,,,,,,,
31.050262840172795,21.516058584062947,,,,,,,,,,
