1e-6 PoE,,1e-5 PoE,,1e-4 PoE,,1e-3 PoE,,1e-2 PoE,,1e-1 PoE,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
7.21713953793841,78.72993602033266,5.239038522476227,78.14703825951956,2.305382820895508,77.45162213242126,0.6798378872925603,61.71751120472854,0.7424304567184636,33.41131177975179,0.33091956148023893,9.005007890133314
7.482594822368677,77.45714099901548,5.33840709757758,77.47897203750269,2.482442905055164,76.69989355480453,1.0009003143553308,60.5068630654057,0.9967675179452247,32.12953898068062,0.7301823036182684,8.25859667446997
7.640830520526412,76.6806016838306,5.447747561014166,76.91474928205423,2.604231645724056,76.24761780432455,1.2223908460401,59.745339096864164,1.1449614932413317,31.39891067074111,0.9741931919450213,7.820752266128636
7.783617113184631,76.2008981799777,5.649002438888241,75.63123534653514,2.8463884696970396,75.19497766997975,1.3664585497929558,59.356802276853976,1.2800113312863495,30.87043192118464,1.1738603590169365,7.486092987420477
8.013634175253321,75.05022988634461,5.758231394206389,74.94693693221585,3.0849395879516397,73.82060494413447,1.5877181411684145,58.34659408523491,1.5055743507650572,29.70890032865919,1.5952725663344154,6.663973042053016
8.180582816638061,74.28606774898985,5.867567774247085,74.37831703996366,3.323078154452899,72.69828756445281,1.7870440071203646,57.6444103838452,1.6826698841857048,28.995344696920895,1.8391806558836095,6.11543148340823
8.314674056082325,73.81292857969208,6.089792146427561,73.07773969241093,3.477889115729303,71.91495297916269,1.9310051499459515,57.141125205322545,1.8155405350018299,28.512943614761838,2.021739613657296,5.646034394751851
8.533622602439744,72.70680919285797,6.209372567428275,72.42265272625862,3.602408739578461,71.41250937282686,2.196500640120332,55.91162506945738,2.0166283077519367,27.315340768809946,2.393453674705647,4.800315157209781
8.721791946524574,71.95440643611013,6.3219765493898255,71.86823720263119,3.833852156102221,70.22078086664484,2.3877455890123347,55.05299449631425,2.206740057331915,26.44593965912577,2.637271815324473,4.154913592049482
8.854652904884526,71.46156819406532,6.576344157558891,70.61935836926477,3.9730503992777155,69.52463426646129,2.685429187657574,53.619678251032084,2.316863445483934,26.009031642213372,2.803553977968029,3.760655437065722
9.086899501107215,70.31903748021915,6.715657060909356,69.8960922127036,4.087860959823752,69.05163966123928,3.248542717780598,50.544451920809905,2.5342677614546805,24.835166244027576,3.1470175436460277,2.7453089127995014
9.282402601767858,69.48820454604616,6.875165812099427,69.3860961693587,4.342652135670216,67.79276240460318,3.344355216990717,49.9313364533838,2.7041783996999538,23.997809538807473,3.3796868998414364,2.0580202295762717
9.441249842824327,69.06343871218,7.107375657759139,68.20399122427906,4.481852158055322,67.09853171663642,3.5340526924393743,48.64929547324247,3.2752276650260335,21.17128553329016,3.523780203345426,1.6970500749124682
9.651391746406578,68.04482929046478,7.306653465282581,67.45005660512248,4.61725433396818,66.58135457160597,3.613978099500576,47.980295056626304,3.4962314159438392,19.885579808853393,3.8116964495684194,0.6839762602868404
9.872907977785736,67.3109796094991,7.439566823483704,67.01364425871,4.849530063649983,65.47019573764788,3.7189928332102227,47.41045284169649,3.631988937906714,19.32159231982949,3.9889585302292225,0.14976424832205737
10.028041841444548,66.87535707299547,7.694054192228627,65.8937276054471,5.026591493984107,64.71991676557084,3.8761262258970426,46.137115919716884,3.750686660070773,18.731070296120663,,
10.293776167445458,65.9030433163353,7.904496782235245,65.19890734836945,5.15947991430321,64.25665047653565,3.9459075352541895,45.51115056940165,3.9605973949019866,17.463530657660584,,
10.537566038400456,65.22720003484156,8.048520825062852,64.76335498868872,5.391701067828452,63.0867222179894,4.027226569433449,44.77620605765894,4.082164959105777,16.77308471700988,,
10.703843703597496,64.82809887953202,8.314159548200633,63.68809288224635,5.590967567486363,62.320610912299436,4.127503105559146,43.37679173556292,4.203879211454105,16.240597460000487,,
11.002948954265626,63.900222443025555,8.546793438817785,62.96261368216841,5.723880925687485,61.88419856588696,4.234516700085081,42.05396912232283,4.425017086221411,15.099320767501297,,
11.246844193967622,63.337843740592845,8.701983998857939,62.588043698977984,5.978314325074189,60.70616590871475,4.327947137678628,40.46054504265614,4.566182739847452,14.346566307140904,,
11.446506955377643,62.99844029830027,9.000971030931877,61.53286553962256,6.188680137243818,59.92866871750422,4.428575025340489,39.43947776641868,4.690456665282882,13.809613681554424,,
11.823558185931194,62.26092417519361,9.244794311489581,60.892998831977444,6.321628832524725,59.53030851650855,4.720996988155157,35.3605097919006,4.91158825790267,12.661572163203374,,
12.067605053830093,61.86182376945848,9.411114381182362,60.539560251168055,6.565008022363369,58.41223011955256,4.773327389158034,34.60018082345419,5.08867571427651,11.939318898226958,,
12.289480509826397,61.5147991303865,9.73244858251331,59.62156770295996,6.753217751682238,57.70331552899537,4.8423432868898395,33.804243812658015,5.232638977326884,11.43831684842931,,
12.688764097272099,60.79083483686802,9.9763566720625,59.07302614431518,6.8861118259341065,57.24613758322686,4.949789996957241,32.53004159029689,5.5093591516887805,10.332435226601135,,
12.932836664865391,60.41940871870875,10.164861360445272,58.68173330573579,7.129462746108921,56.09761746993742,5.030981368924447,31.84752290836935,5.74197916447096,9.592011911232234,,
13.154739533869044,60.10190331971769,10.486284868214227,57.8599089068538,7.284408773556953,55.45972664046267,5.116105365237674,31.222056596147553,5.886078121907715,9.237130099835156,,
13.576313322915855,59.45377996655336,10.730210947549494,57.33073934951213,7.406123811173719,54.92808498668477,5.292971151549109,29.881308108644703,6.151807821963638,8.259834971411337,,
13.820409020234099,59.107260707212376,10.929818271047324,56.931638515448746,7.593860629401961,53.7099239700352,5.3836947849246375,29.209021474486462,6.384466641284346,7.561199830281993,,
14.053415813416851,58.78333541986018,11.30670135217187,56.0130534822029,7.715372731217668,52.95975428114935,5.4819491426369,28.67040611345172,6.528525078869613,7.162684892140263,,
14.486103064084901,58.13906241394621,11.550632571446009,55.4894187823764,7.7901153665768454,52.359201002811275,5.670864312249515,27.391855859739977,6.772023943618468,6.173476427662536,,
14.73021161125034,57.806380298393144,11.739132976546387,55.09351356253436,7.930883484527284,50.88621802167343,5.78914658457615,26.668156415849793,6.733795819544319,0.8986448794837543,,
14.952121619057987,57.49656220150649,12.104903020298611,54.171535027420354,7.97465703970515,50.1690590548215,5.890650740032095,26.12457329199144,6.860270930080144,5.492808414042457,,
15.395895375223386,56.827112290096636,12.34878798012285,53.5980866099573,8.0280867043424,49.59549584539017,6.112891916957178,24.842091853592464,6.875508646022594,2.324659741646414,,
15.639985932602752,56.47505817324047,12.526164186840777,53.18676934049989,8.092273451187078,41.50413783647095,6.233206035677519,24.131171320981665,6.915210497655133,4.836088221603447,,
15.861889658262882,56.15847525050194,12.85858510783319,52.24383050585904,8.080713375909456,39.6118889492341,6.353658361643248,23.569076957112173,6.958309154994311,3.392176765456668,,
16.305638856942533,55.462581019852934,13.202079834390634,51.26203905527857,8.121235489064492,47.52831884261733,6.589023872777135,22.28063948366021,2.794801065427869,23.550061402338585,,
16.549729414321895,55.11052690299676,13.523274293633335,50.19356756837672,8.105783856115348,42.68162656717013,6.717653413169588,21.581631354299617,,,,
16.771638851025223,54.80009382194176,13.733772137982893,49.55824702958717,8.07983937213607,38.670732552591694,6.843696022324723,21.14218285670009,,,,
17.193218922219557,54.15873529462931,13.877776392045817,49.10138546847302,8.099894342817592,48.303097906256596,7.075598756636474,19.846888276456568,,,,
17.437332609323867,53.83158803659141,14.121159979387723,47.988042449613346,8.130389771512315,45.25110531335986,7.214787115314124,19.14009771951308,,,,
17.65924033271424,53.51931000303135,14.309374296917902,47.28406859793725,8.137514534501962,44.37793361041141,7.342804475806872,18.646368886409206,,,,
18.125244038975016,52.86082020221447,14.442287655119028,46.847656251524775,8.10693584491639,43.92212650775809,7.584626949490653,17.447099386720893,,,,
